cod_cor,denumire_ocupatie,denumire_clean,matched_job,match_score,total_skill,essential,optional,knowledge,skill_com,predicted_score,risk_level
531101,îngrijitor de copii,ingrijitor de copii,ingrijitor caini,80.0,35,16,19,6,29,52.717900035394194,medium
962913,supraveghetor hotel,supraveghetor hotel,supraveghetor montaj,82.05128205128204,22,14,8,4,18,52.71273818050905,medium
531103,baby sitter,baby sitter,babysitter,95.23809523809523,29,10,19,6,23,52.686528070768865,medium
214312,specialist în reciclarea deșeurilor,specialist in reciclarea deseurilor,specialist in reciclarea deseurilor,100.0,36,22,14,4,32,52.670287086325054,medium
611302,lucrător calificat în irigații,lucrator calificat in irigatii,operator calificat irigatii,84.21052631578947,22,11,11,7,15,52.66091179012698,medium
711402,fierar betonist,fierar betonist,fierar betonist,100.0,48,22,26,7,41,52.60671242694038,medium
541905,salvamar,salvamar,salvamar,100.0,34,15,19,6,28,52.599669963288136,medium
341301,călugăr / călugăriță,calugar / calugarita,calugar/calugarita,94.73684210526315,44,8,36,13,31,52.58808727511686,medium
961301,lucrător pentru salubrizare căi publice,lucrator pentru salubrizare cai publice,lucrator pentru salubrizare cai publice,100.0,61,29,32,14,47,52.577230121080916,medium
961303,lucrător pentru salubrizare,lucrator pentru salubrizare,lucrator pentru salubrizare cai publice,81.81818181818183,61,29,32,14,47,52.577230121080916,medium
961302,lucrător pentru salubrizare spații verzi,lucrator pentru salubrizare spatii verzi,lucrator pentru salubrizare cai publice,81.0126582278481,61,29,32,14,47,52.577230121080916,medium
121307,manager energetic,manager energetic,manager energie,87.5,66,40,26,20,46,52.570584596295106,medium
112028,manager general,manager general,manager energie,80.0,66,40,26,20,46,52.570584596295106,medium
815212,operator răsucitor fire,operator rasucitor fire,operator rasucitor fire,100.0,30,12,18,4,26,52.56040434204459,medium
815211,operator batirator fire,operator batirator fire,operator rasucitor fire,82.6086956521739,30,12,18,4,26,52.56040434204459,medium
261906,notar,notar,notar,100.0,43,15,28,17,26,52.559525564483145,medium
343515,ghid de animație,ghid de animatie,regizor de animatie,80.0,43,15,28,17,26,52.559525564483145,medium
263605,capelan,capelan,capelan,100.0,31,10,21,5,26,52.55851451480703,medium
815907,operator textile nețesute,operator textile netesute,operator masina textile netesute,87.71929824561403,22,9,13,3,19,52.5227918056281,medium
333910,operator de interviu,operator de interviu,operator interviu,91.8918918918919,37,14,23,14,23,52.50977418598434,medium
214304,inginer protecția mediului în energetică,inginer protectia mediului in energetica,manager protectia mediului in tic,82.1917808219178,40,21,19,18,22,52.49833571192599,medium
711406,injectorist în construcții,injectorist in constructii,inspector in constructii,88.0,36,18,18,17,19,52.457708362987866,medium
132454,manager sisteme de transport,manager sisteme de transport,inginer sisteme de transport,89.28571428571429,33,20,13,18,15,52.456886013334575,medium
214493,inginer sisteme de transport operațional,inginer sisteme de transport operational,inginer sisteme de transport,82.35294117647058,33,20,13,18,15,52.456886013334575,medium
832202,șofer autosanitară,sofer autosanitara,sofer autosanitara,100.0,25,15,10,7,18,52.38974207884516,medium
325801,brancardier,brancardier,brancardier,100.0,46,39,7,9,37,52.380450793624235,medium
213105,consilier botanist,consilier botanist,consilier zootehnist,84.21052631578947,47,24,23,21,26,52.33377972042734,medium
213209,consilier inginer zootehnist,consilier inginer zootehnist,consilier zootehnist,83.33333333333334,47,24,23,21,26,52.33377972042734,medium
215313,consilier tehnic,consilier tehnic,consilier zootehnist,83.33333333333334,47,24,23,21,26,52.33377972042734,medium
311905,tehnician preț de cost,tehnician pret de cost,tehnician opere de arta,80.0,15,7,8,4,11,52.2996179406139,medium
333908,impresar artistic,impresar artistic,impresar artistic,100.0,35,13,22,6,29,52.26867575919781,medium
441501,arhivar,arhivar,arhivar,100.0,28,13,15,4,24,52.22654846220252,medium
243220,specialist în activitatea de lobby,specialist in activitatea de lobby,specialist in calitatea datelor,80.0,40,20,20,17,23,52.18499680850132,medium
432315,operator dană,operator dana,operator sonda,81.48148148148148,23,14,9,4,19,52.17124572998238,medium
516902,gazdă club,gazda club,gazda club,100.0,28,11,17,2,26,52.11066929454068,medium
811408,mașinist pentru prefabricate din beton și beton armat,masinist pentru prefabricate din beton si beton armat,operator prefabricate din beton si beton armat,84.84848484848484,33,13,20,0,33,52.103985957306364,medium
933303,manipulant mărfuri,manipulant marfuri,manipulant marfuri,100.0,40,22,18,6,34,52.082156472562296,medium
516403,instructor dresaj câini ghizi,instructor dresaj caini ghizi,instructor dresaj caini-ghizi,96.55172413793103,36,16,20,8,28,52.0780807033959,medium
315301,comandant detașament zbor,comandant detasament zbor,comandant detasament pompieri,85.18518518518519,36,16,20,8,28,52.0780807033959,medium
335501,inspector de poliție,inspector de politie,inspector de politie,100.0,33,12,21,5,28,52.0754688108094,medium
261922,inspector de probațiune,inspector de probatiune,inspector de politie,83.72093023255815,33,12,21,5,28,52.0754688108094,medium
722308,reglor-montator,reglor-montator,reglor-montator,100.0,31,12,19,7,24,52.057389517352846,medium
263504,art-terapeut,art-terapeut,art-terapeut,100.0,66,50,16,20,46,52.02492075750268,medium
241269,consultant de investiții,consultant de investitii,consultant de investitii,100.0,48,23,25,17,31,51.99178563187117,medium
241206,inspector asigurări,inspector asigurari,inspector asigurari sociale,82.6086956521739,25,13,12,5,20,51.92584265459002,medium
731102,armurier,armurier,armurier,100.0,39,19,20,3,36,51.9218247922726,medium
422102,agent de turism,agent de turism,agent de turism,100.0,39,24,15,7,32,51.92020794434317,medium
342101,fotbalist profesionist,fotbalist profesionist,atlet profesionist,80.0,15,10,5,1,14,51.83780404358187,medium
621007,protecționist silvic,protectionist silvic,protectionist silvic,100.0,41,19,22,12,29,51.79471261652767,medium
241266,gemolog,gemolog,gemolog,100.0,22,11,11,6,16,51.783633700695106,medium
211422,geolog,geolog,gemolog,92.3076923076923,22,11,11,6,16,51.783633700695106,medium
311706,tehnician metalurgie,tehnician metalurgie,tehnician metalurg,94.73684210526315,33,18,15,14,19,51.77017208206354,medium
311710,tehnician mineralurg,tehnician mineralurg,tehnician metalurg,89.47368421052632,33,18,15,14,19,51.77017208206354,medium
132439,conducător activitate de transport rutier,conducator activitate de transport rutier,manager activitate transport rutier,81.57894736842105,32,30,2,3,29,51.76557685510296,medium
352126,operator sunet,operator sunet,operator soneta,89.65517241379311,31,15,16,3,28,51.76182235914584,medium
134907,coordonator presă,coordonator presa,coordonator creatie,83.33333333333334,39,18,21,9,30,51.754863518255696,medium
311115,tehnician metrolog,tehnician metrolog,tehnician metrolog,100.0,30,17,13,10,20,51.746224293546405,medium
331303,tehnician merceolog,tehnician merceolog,tehnician metrolog,91.8918918918919,30,17,13,10,20,51.746224293546405,medium
314104,tehnician în serologie,tehnician in serologie,tehnician metrolog,80.0,30,17,13,10,20,51.746224293546405,medium
314306,tehnician cadastru forestier,tehnician cadastru forestier,tehnician forestier,80.85106382978722,38,23,15,8,30,51.73045785814177,medium
214957,inginer biomedical,inginer biomedical,inginer biomedical,100.0,67,25,42,18,49,51.7302752377506,medium
226904,bioinginer medical,bioinginer medical,inginer biomedical,83.33333333333334,67,25,42,18,49,51.7302752377506,medium
132449,manager farmacii,manager farmacii,manager ferma,82.75862068965517,37,15,22,8,29,51.68860089938962,medium
214625,inginer mineralurg,inginer mineralurg,inginer mineralurg,100.0,19,12,7,4,15,51.67876504038434,medium
753403,plăpumar,plapumar,papusar,80.0,34,17,17,0,34,51.656483937182195,medium
612104,lucrător calificat în creșterea animalelor,lucrator calificat in cresterea animalelor,lucrator cresterea animalelor,81.69014084507043,51,16,35,7,44,51.65197462649708,medium
514205,machior,machior,machior,100.0,54,26,28,6,48,51.63733305144898,medium
343522,secretar artistic,secretar artistic,secretar artistic,100.0,36,17,19,0,36,51.62929851032698,medium
516203,valet,valet,valet,100.0,36,17,19,1,35,51.614705441338785,medium
311501,maistru cazangerie,maistru cazangerie,maistru cazangerie,100.0,39,18,21,4,35,51.60792105979413,medium
242236,ofițer de politici recreaționale,ofiter de politici recreationale,ofiter de politici recreationale,100.0,22,10,12,6,16,51.594347489420414,medium
622401,paznic de vânătoare,paznic de vanatoare,paznic de vanatoare,100.0,18,12,6,3,15,51.54131465397591,medium
265108,sculptor,sculptor,sculptor,100.0,19,12,7,3,16,51.534916532913996,medium
421115,operator gestionar loto,operator gestionar loto,operator gestionar loto,100.0,20,9,11,8,12,51.52384419386785,medium
818125,cuptorar ceramică fină și decor,cuptorar ceramica fina si decor,cuptorar ceramica fina si decor,100.0,16,8,8,2,14,51.515330260688934,medium
242225,consilier de stare civilă,consilier de stare civila,ofiter de stare civila,85.1063829787234,16,7,9,2,14,51.515330260688934,medium
411003,referent de stare civilă,referent de stare civila,ofiter de stare civila,82.6086956521739,16,7,9,2,14,51.515330260688934,medium
242226,inspector de stare civilă,inspector de stare civila,ofiter de stare civila,80.85106382978722,16,7,9,2,14,51.515330260688934,medium
243207,brand manager,brand manager,brand manager,100.0,43,31,12,7,36,51.490579409019546,medium
811404,morar lianți,morar lianti,operator lianti,81.48148148148148,18,9,9,2,16,51.46579564266043,medium
754301,controlor calitate,controlor calitate,controlor calitate produse,81.81818181818183,26,16,10,3,23,51.45134781855653,medium
313201,operator la instalații de incinerare,operator la instalatii de incinerare,operator la instalatii de ridicat,84.05797101449275,29,16,13,4,25,51.419711965276626,medium
813104,operator la instalații de ardere,operator la instalatii de ardere,operator la instalatii de ridicat,83.07692307692308,29,16,13,4,25,51.419711965276626,medium
315314,instructor parașutism,instructor parasutism,instructor maritim,82.05128205128204,44,22,22,11,33,51.40766576040303,medium
432312,instructor stație,instructor statie,instructor maritim,80.0,44,22,22,11,33,51.40766576040303,medium
242313,analist ocupațional,analist ocupational,analist ocupational,100.0,36,16,20,9,26,51.40563913144857,medium
515301,îngrijitor clădiri,ingrijitor cladiri,ingrijitor cladiri,100.0,24,10,14,2,22,51.40164385146668,medium
541401,agent de securitate,agent de securitate,agent securitate,91.42857142857143,51,20,31,12,39,51.38403021185397,medium
522101,vânzător,vanzator,vanator,93.33333333333333,30,15,15,10,20,51.38008099927598,medium
265307,dansator,dansator,vanator,80.0,30,15,15,10,20,51.38008099927598,medium
351108,analist testare software,analist testare software,specialist testare software,86.27450980392157,80,10,70,64,16,51.374800464956785,medium
422101,agent de voiaj,agent de voiaj,agent de vama,81.48148148148148,18,8,10,3,15,51.36812324206305,medium
541407,agent transport valori,agent transport valori,agent transport valori,100.0,29,14,15,3,26,51.3563145725975,medium
432301,agent transporturi,agent transporturi,agent transport valori,85.0,29,14,15,3,26,51.3563145725975,medium
265245,aranjor muzică,aranjor muzica,aranjor muzical,96.55172413793103,16,11,5,4,12,51.3522969527772,medium
732202,imprimeur textil,imprimeur textil,imprimeur textil,100.0,13,9,4,3,10,51.343902981875964,medium
811101,miner în subteran,miner in subteran,miner in subteran,100.0,14,9,5,5,9,51.305377297990844,medium
811102,miner la suprafață,miner la suprafata,miner la suprafata,100.0,14,9,5,5,9,51.305377297990844,medium
214419,inginer mecanic mașini instalații miniere,inginer mecanic masini instalatii miniere,mecanic masini instalatii miniere,89.1891891891892,15,11,4,4,11,51.304345308131936,medium
334404,transcriptor medical,transcriptor medical,transcriitor medical,95.0,35,15,20,9,26,51.28740905934251,medium
513201,barman,barman,barman,100.0,38,21,17,2,36,51.273537492127666,medium
532103,infirmier/infirmieră,infirmier/infirmiera,infirmier/infirmiera,100.0,46,32,14,5,41,51.26292890883233,medium
311605,maistru petrolist/ industria chimică,maistru petrolist/ industria chimica,maistru productie in industria chimica,81.08108108108108,37,22,15,11,26,51.21961462721538,medium
815507,operator sortator în industria pielăriei,operator sortator in industria pielariei,operator in industria pielariei,87.32394366197182,19,6,13,5,14,51.213184817523995,medium
242201,consilier administrația publică,consilier administratia publica,ofiter administratie publica,84.7457627118644,31,12,19,6,25,51.19298166156921,medium
242202,expert administrația publică,expert administratia publica,ofiter administratie publica,82.14285714285714,31,12,19,6,25,51.19298166156921,medium
251103,manager analiză de business în domeniul TIC,manager analiza de business in domeniul tic,manager analiza de business in domeniul tic,100.0,35,21,14,10,24,51.19094578823495,medium
421201,crupier,crupier,crupier,100.0,29,20,9,3,26,51.16942078182375,medium
335901,inspector metrolog,inspector metrolog,inspector metrolog,100.0,40,19,21,11,29,51.163274058074315,medium
514103,coafor stilist,coafor stilist,coafor stilist,100.0,30,16,14,4,26,51.13167189396487,medium
226309,ergonomist,ergonomist,ergonomist,100.0,33,15,18,13,20,51.109877224268146,medium
265208,maestru studii canto,maestru studii canto,maestru studii dans,87.17948717948718,41,25,16,4,37,51.06278065683008,medium
265303,maestru studii de balet,maestru studii de balet,maestru studii dans,80.95238095238095,41,25,16,4,37,51.06278065683008,medium
831205,șef tren,sef tren,sef de tren,84.21052631578947,26,24,2,2,24,51.02209686568969,medium
723305,ungător-gresor,ungator-gresor,ungator-gresor,100.0,19,10,9,3,16,51.013020591517616,medium
441206,factor poștal,factor postal,factor postal,100.0,23,16,7,3,20,50.988275404178005,medium
132428,șef stație căi ferate,sef statie cai ferate,sef statie cai ferate,100.0,23,22,1,3,20,50.983143476289776,medium
263201,sociolog,sociolog,sociolog,100.0,81,44,37,26,55,50.97650460841089,medium
422405,responsabil cazare,responsabil cazare,responsabil cabina,83.33333333333334,31,24,7,4,27,50.96795897647637,medium
242406,manager de formare,manager de formare,manager de comunicare,82.05128205128204,21,13,8,7,14,50.9447051049854,medium
216301,designer industrial,designer industrial,designer industrial,100.0,67,20,47,23,44,50.94172018091759,medium
432310,instructor depou,instructor depou,instructor de box,84.84848484848484,23,12,11,5,18,50.92500801452127,medium
235105,inspector școlar,inspector scolar,inspector scolar,100.0,27,10,17,5,22,50.90247335626979,medium
335903,inspector salarii,inspector salarii,inspector scolar,84.84848484848484,27,10,17,5,22,50.90247335626979,medium
241264,inspector casier,inspector casier,inspector scolar,81.25,27,10,17,5,22,50.90247335626979,medium
112006,inspector general școlar,inspector general scolar,inspector scolar,80.0,27,10,17,5,22,50.90247335626979,medium
315411,operator radar,operator radar,operator dragor,82.75862068965517,27,11,16,5,22,50.897156384655084,medium
335202,operator rol,operator rol,operator dragor,81.48148148148148,27,11,16,5,22,50.897156384655084,medium
812227,confecționer celule de electroliză,confectioner celule de electroliza,constructor celule de electroliza,86.56716417910447,18,10,8,2,16,50.846236956980384,medium
511301,ghid de turism,ghid de turism,ghid de turism,100.0,58,24,34,13,45,50.829072860922494,medium
111219,secretar general,secretar general,secretar general,100.0,28,13,15,8,20,50.82353753592325,medium
421112,administrator cont,administrator cont,administrator de cont,92.3076923076923,36,22,14,12,24,50.8166811772608,medium
241240,administrator de risc,administrator de risc,administrator de cont,85.71428571428571,36,22,14,12,24,50.8166811772608,medium
515303,administrator de condominii,administrator de condominii,administrator de cont,83.33333333333334,36,22,14,12,24,50.8166811772608,medium
242407,administrator de formare,administrator de formare,administrator de cont,80.0,36,22,14,12,24,50.8166811772608,medium
112017,director comercial,director comercial,director comercial,100.0,32,14,18,10,22,50.800229397152194,medium
241247,inspector de risc,inspector de risc,inspector de risc,100.0,32,14,18,10,22,50.800229397152194,medium
335404,inspector de stat,inspector de stat,inspector de risc,82.35294117647058,32,14,18,10,22,50.800229397152194,medium
314101,tehnician în bacteriologie,tehnician in bacteriologie,tehnician bacteriolog,89.36170212765957,39,20,19,17,22,50.794966336985695,medium
431201,agent bursă,agent bursa,agent la bursa,88.0,33,16,17,18,15,50.79394554506926,medium
813138,operator chimist la produsele farmaceutice și chimice pure,operator chimist la produsele farmaceutice si chimice pure,operator chimist la produsele farmaceutice si chimice pure,100.0,23,12,11,3,20,50.787563461727956,medium
132308,șef șantier,sef santier,sef santier,100.0,56,27,29,22,34,50.769588631767746,medium
121902,șef atelier,sef atelier,sef santier,81.81818181818183,56,27,29,22,34,50.769588631767746,medium
511201,conductor tren,conductor tren,conductor tren,100.0,25,23,2,3,22,50.760467882208886,medium
524102,model - atelier artistic și publicitate,model - atelier artistic si publicitate,model - atelier artistic si publicitate,100.0,26,14,12,3,23,50.73259239730833,medium
732217,operator la mașina de tampografiat,operator la masina de tampografiat,operator masina de taiat,82.75862068965517,33,19,14,13,20,50.729414404616264,medium
413205,operator mașină contabilizat,operator masina contabilizat,operator masina de taiat,80.76923076923077,33,19,14,13,20,50.729414404616264,medium
325103,asistent de medicină dentară,asistent de medicina dentara,asistent de medicina dentara,100.0,43,36,7,0,43,50.715010578937424,medium
341302,paracliser,paracliser,paracliser,100.0,24,10,14,4,20,50.62890292980621,medium
132104,șef laborator în industria prelucrătoare,sef laborator in industria prelucratoare,lucrator in industria prelucratoare,88.0,24,10,14,4,20,50.62890292980621,medium
132103,șef sector industria prelucrătoare,sef sector industria prelucratoare,lucrator in industria prelucratoare,81.15942028985508,24,10,14,4,20,50.62890292980621,medium
311205,tehnician hidrotehnic,tehnician hidrotehnic,tehnician hidrotehnist,93.02325581395348,45,21,24,16,29,50.62842791751658,medium
311924,tehnician frigotehnist,tehnician frigotehnist,tehnician hidrotehnist,86.36363636363636,45,21,24,16,29,50.62842791751658,medium
311109,tehnician hidrometru,tehnician hidrometru,tehnician hidrotehnist,80.95238095238095,45,21,24,16,29,50.62842791751658,medium
111127,secretar de stat,secretar de stat,secretar de stat,100.0,29,14,15,10,19,50.61290430113304,medium
111140,subsecretar de stat,subsecretar de stat,secretar de stat,91.42857142857143,29,14,15,10,19,50.61290430113304,medium
264316,interpret al limbajului mimico-gestual,interpret al limbajului mimico-gestual,interpret limbaj mimico-gestual,89.85507246376811,31,14,17,13,18,50.60913596173893,medium
516913,lucrător interpret în limbaj mimico-gestual,lucrator interpret in limbaj mimico-gestual,interpret limbaj mimico-gestual,83.78378378378379,31,14,17,13,18,50.60913596173893,medium
215103,dispecer rețea distribuție,dispecer retea distributie,dispecer retea distributie,100.0,27,17,10,2,25,50.58518050219457,medium
421301,amanetar,amanetar,amanetar,100.0,24,16,8,3,21,50.575966556609636,medium
315510,dispecer operațiuni de zbor,dispecer operatiuni de zbor,dispecer operatiuni de zbor,100.0,23,23,0,3,20,50.55708301887854,medium
111134,ministru,ministru,ministru,100.0,32,14,18,12,20,50.53148036765022,medium
261910,consilier armonizare legislativă,consilier armonizare legislativa,consilier armonizare legislativa,100.0,20,10,10,7,13,50.50595573704108,medium
261912,analist armonizare legislativă,analist armonizare legislativa,consilier armonizare legislativa,83.87096774193549,20,10,10,7,13,50.50595573704108,medium
261911,expert armonizare legislativă,expert armonizare legislativa,consilier armonizare legislativa,81.9672131147541,20,10,10,7,13,50.50595573704108,medium
511203,controlor bilete,controlor bilete,controlor bilete,100.0,32,24,8,2,30,50.45046661410334,medium
265228,regizor muzical,regizor muzical,regizor muzical,100.0,36,21,15,6,30,50.43990536918075,medium
265254,realizator muzical,realizator muzical,regizor muzical,84.84848484848484,36,21,15,6,30,50.43990536918075,medium
342310,instructor de dans,instructor de dans,instructor de inot,83.33333333333334,21,12,9,4,17,50.43427244298489,medium
742207,electronist telecomunicații,electronist telecomunicatii,analist telecomunicatii,80.0,35,25,10,12,23,50.41182736161729,medium
932101,ambalator manual,ambalator manual,ambalator manual,100.0,23,10,13,2,21,50.39635343592398,medium
931204,săpător manual,sapator manual,ambalator manual,80.0,23,10,13,2,21,50.39635343592398,medium
235103,consilier învățământ,consilier invatamant,consilier invatamant superior,81.63265306122449,31,14,17,12,19,50.37270364809387,medium
214438,proiectant inginer mecanic,proiectant inginer mecanic,tehnician proiectant inginerie mecanica,80.0,29,14,15,13,16,50.35536256983123,medium
731301,argintar,argintar,marinar,80.0,32,24,8,3,29,50.346207146363874,medium
515104,administrator,administrator,administrator web,86.66666666666667,94,23,71,71,21,50.338805790994726,medium
141104,administrator hotel,administrator hotel,administrator web,83.33333333333334,94,23,71,71,21,50.338805790994726,medium
751202,cofetar,cofetar,cofetar,100.0,59,33,26,5,54,50.333650005213784,medium
311108,tehnician geolog,tehnician geolog,tehnician geolog,100.0,58,23,35,13,45,50.33350120073789,medium
314203,tehnician pedolog,tehnician pedolog,tehnician geolog,90.9090909090909,58,23,35,13,45,50.33350120073789,medium
311112,tehnician hidrogeolog,tehnician hidrogeolog,tehnician geolog,86.48648648648648,58,23,35,13,45,50.33350120073789,medium
216109,cercetător în arhitectură,cercetator in arhitectura,cercetator in literatura,85.71428571428571,69,45,24,20,49,50.29019790483409,medium
214501,inginer petrochimist,inginer petrochimist,inginer petrochimist,100.0,38,28,10,12,26,50.26552862747822,medium
214502,subinginer petrochimist,subinginer petrochimist,inginer petrochimist,93.02325581395348,38,28,10,12,26,50.26552862747822,medium
214509,expert inginer petrochimist,expert inginer petrochimist,inginer petrochimist,85.1063829787234,38,28,10,12,26,50.26552862747822,medium
214508,consilier inginer petrochimist,consilier inginer petrochimist,inginer petrochimist,80.0,38,28,10,12,26,50.26552862747822,medium
242905,ofițer de poliție penitenciară,ofiter de politie penitenciara,ofiter de politie judiciara,84.21052631578947,33,14,19,8,25,50.26523924446511,medium
342311,instructor de pilates,instructor de pilates,instructor de pilates,100.0,26,18,8,4,22,50.260690399051214,medium
342302,instructor de fitness,instructor de fitness,instructor de pilates,85.71428571428571,26,18,8,4,22,50.260690399051214,medium
512002,pizzar,pizzar,pizzar,100.0,20,14,6,1,19,50.238496276583774,medium
312103,salvator minier,salvator minier,agent salvator minier,83.33333333333334,17,12,5,4,13,50.220366934129515,medium
333912,operator vânzări prin telefon,operator vanzari prin telefon,agent vanzari prin telefon,83.63636363636363,32,17,15,8,24,50.21399094697743,medium
621012,tăietor silvic,taietor silvic,inspector silvic,80.0,29,14,15,9,20,50.2082324835785,medium
731110,optician,optician,ortoptician,84.21052631578947,70,63,7,25,45,50.17056404432946,medium
242111,administrator societate comercială,administrator societate comerciala,administrator securitate sociala,84.84848484848484,27,13,14,6,21,50.14628164388191,medium
341113,asistent registrator,asistent registrator,asistent editor,80.0,18,10,8,6,12,50.14614709608643,medium
241219,administrator judiciar,administrator judiciar,administrator judiciar,100.0,29,13,16,10,19,50.142752947756165,medium
313901,maistru-operator la roboți industriali,maistru-operator la roboti industriali,maistru roboti industriali,81.25,33,12,21,11,22,50.12122261579815,medium
214240,inginer geotehnician în construcții miniere,inginer geotehnician in constructii miniere,inginer geotehnician in constructii miniere,100.0,17,11,6,3,14,50.11035282311303,medium
315306,pilot aeronave,pilot aeronave,pilot aeronava,92.85714285714286,88,24,64,16,72,50.034062841770215,medium
142008,manager de zonă,manager de zona,manager de contract,82.35294117647058,31,29,2,9,22,50.03247616427533,medium
343509,organizator de producție,organizator de productie,organizator de nunti,81.81818181818183,36,18,18,0,36,50.017734387854944,medium
325719,inspector sanitar,inspector sanitar,inspector sanitar,100.0,31,14,17,8,23,50.01351824576477,medium
112008,inspector sanitar șef,inspector sanitar sef,inspector sanitar,89.47368421052632,31,14,17,8,23,50.01351824576477,medium
333301,agent repartizare a forței de muncă,agent repartizare a fortei de munca,agent ocuparea fortei de munca,83.07692307692308,31,17,14,4,27,50.007314603534304,medium
815508,vopsitor îmbrăcăminte din blană,vopsitor imbracaminte din blana,operator vopsire imbracaminte din blana,82.85714285714286,29,14,15,11,18,50.002648730841535,medium
341114,grefier arhivar,grefier arhivar,grefier arhivar,100.0,27,12,15,8,19,49.987556824813105,medium
331302,contabil,contabil,contabil,100.0,57,26,31,17,40,49.97101372434104,medium
121120,contabil-șef,contabil-sef,contabil,80.0,57,26,31,17,40,49.97101372434104,medium
215241,ofițer punte,ofiter punte,ofiter de punte,88.88888888888889,28,21,7,6,22,49.929472336022755,medium
713202,vopsitor industrial,vopsitor industrial,pompier industrial,81.08108108108108,32,28,4,9,23,49.91960110147681,medium
261201,procuror,procuror,procuror,100.0,33,16,17,12,21,49.89170655188715,medium
422502,funcționar informații clienți,functionar informatii clienti,functionar centru informare clienti,81.25,32,14,18,7,25,49.88485614981482,medium
311807,tehnician proiectant,tehnician proiectant,tehnician proiectant cad,90.9090909090909,90,24,66,32,58,49.85929845985141,medium
311506,tehnician proiectant mecanic,tehnician proiectant mecanic,tehnician proiectant cad,88.46153846153845,90,24,66,32,58,49.85929845985141,medium
243202,mediator,mediator,mediator,100.0,42,12,30,11,31,49.85694399394197,medium
214489,ofițer mecanic,ofiter mecanic,ofiter mecanic secund,80.0,36,28,8,11,25,49.840034139789594,medium
311512,maistru montaj,maistru montaj,maistru montaj mozaic,80.0,45,18,27,3,42,49.796280929952246,medium
515110,lucrător hotelier,lucrator hotelier,lucrator forestier,80.0,36,26,10,6,30,49.74390105653873,medium
311217,tehnician atașamentist,tehnician atasamentist,tehnician botanist,80.0,45,19,26,19,26,49.7220901168029,medium
132451,manager relația cu furnizorii,manager relatia cu furnizorii,manager relatii cu furnizorii de tic,86.15384615384616,33,19,14,11,22,49.71329094434608,medium
741213,electrician nave,electrician nave,electrician minier,82.35294117647058,15,12,3,6,9,49.702403700333576,medium
741312,electrician de mină,electrician de mina,electrician minier,81.08108108108108,15,12,3,6,9,49.702403700333576,medium
513103,somelier,somelier,somelier,100.0,17,16,1,2,15,49.67523938487642,medium
821902,asamblor jucării,asamblor jucarii,asamblor bijuterii,82.35294117647058,42,12,30,10,32,49.64546323694989,medium
342202,instructor sportiv,instructor sportiv,instructor pompieri,81.08108108108108,40,19,21,8,32,49.63678619414245,medium
833204,conducător autospecială,conducator autospeciala,conducator autospeciala pompieri,83.63636363636363,32,23,9,6,26,49.62949265727085,medium
511101,însoțitor de bord,insotitor de bord,insotitor de bord,100.0,40,31,9,3,37,49.61943100806679,medium
122109,responsabil produs,responsabil produs,responsabil birou,85.71428571428571,37,17,20,11,26,49.61851565614489,medium
111107,senator,senator,senator,100.0,29,11,18,12,17,49.560201876913645,medium
311803,desenator,desenator,senator,87.5,29,11,18,12,17,49.560201876913645,medium
214616,inginer petrolist,inginer petrolist,inginer petrolist,100.0,27,24,3,4,23,49.53904457303054,medium
214617,subinginer petrolist,subinginer petrolist,inginer petrolist,91.8918918918919,27,24,3,4,23,49.53904457303054,medium
214619,expert inginer petrolist,expert inginer petrolist,inginer petrolist,82.92682926829268,27,24,3,4,23,49.53904457303054,medium
722112,fierar/ potcovar,fierar/ potcovar,fierar potcovar,96.7741935483871,22,8,14,3,19,49.52468460140131,medium
751103,măcelar,macelar,macelar,100.0,67,36,31,6,61,49.52022514003888,medium
221201,medic specialist,medic specialist,medic specialist,100.0,178,62,116,63,115,49.48453732126394,medium
132212,șef unități miniere,sef unitati miniere,sef unitate miniera,89.47368421052632,38,27,11,10,28,49.4650055246986,medium
311206,tehnician topometrist,tehnician topometrist,tehnician optometrist,95.23809523809523,39,27,12,14,25,49.43538275778966,medium
333907,agent servicii client,agent servicii client,manager serviciu clienti,80.0,41,19,22,9,32,49.42866104326984,medium
215114,inginer hidroenergetică,inginer hidroenergetica,inginer energetician,83.72093023255815,108,46,62,46,62,49.42275372386054,medium
242402,formator de formatori,formator de formatori,formator/formatoare,80.0,28,11,17,6,22,49.39855773862315,medium
723201,mecanic aviație,mecanic aviatie,mecanic maritim,80.0,64,37,27,15,49,49.367338907012744,medium
613003,agricultor în culturi vegetale și crescător de animale,agricultor in culturi vegetale si crescator de animale,fermier culturi vegetale si crescator de animale,86.27450980392157,33,18,15,12,21,49.35963566757694,medium
831206,paznic barieră,paznic bariera,paznic bariera,100.0,28,24,4,4,24,49.34278810233621,medium
816020,morar,morar,morar,100.0,41,24,17,3,38,49.33358987813418,medium
215230,inginer de cercetare în microelectronică,inginer de cercetare in microelectronica,inginer in microelectronica,80.59701492537313,106,45,61,31,75,49.31212692750957,medium
931202,îngrijitor spații verzi,ingrijitor spatii verzi,ingrijitor spatii verzi,100.0,49,31,18,15,34,49.30714997092398,medium
911202,îngrijitor spații hoteliere,ingrijitor spatii hoteliere,ingrijitor spatii verzi,80.0,49,31,18,15,34,49.30714997092398,medium
